country,channel,current_metrics_time,current_volume_time,analysis_period,category,brand,currency,volume_unit,pack_name,current_volume,channel_pack_mix,price_elasticity,current_price_per_volume,current_price_per_pack,current_volume_per_pack,distribution_type,current_distribution,distribution_elasticity,current_trade,trade_elasticity,input_trade,trade_type
RSA,PNP,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,Otees,ZAR,KG,300 - 400gm,187737.325,91.00542700423597,-2.2655369260145193,115.587847270115,44.655299021706,0.386332128128936,TDP,143.644230769231,0.8022531566606098,0.0106025399368463,0.027812226298585947,-1.0,Promo
RSA,PNP,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,Otees,ZAR,KG,400 - 500gm,18009.5,8.730081978278895,-2.5505916087765037,99.2132441766845,49.6066220883423,0.5,TDP,23.125,0.7993803784001497,0.00100047086818112,0.005013393472711904,-1.0,Promo
RSA,PNP,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,ProNutro,ZAR,KG,Total,581711.75,100.0,-2.075731769864561,91.9418513739838,58.4579599926987,0.635814475335225,TDP,302.44479179146,1.7260117985326986,0.0219030611791942,4.346052520859276,-1.0,Promo
RSA,PNP,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,ProNutro,ZAR,KG,400 - 500gm,280298.0,48.185033223069674,-3.414413639722269,95.2072551498762,47.6176428570154,0.500147208130885,TDP,406.923076923077,1.6892269457381046,0.0273643023470365,2.8247766240941075,-1.0,Promo
RSA,PNP,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,ProNutro,ZAR,KG,500 - 750gm,230294.25,39.58906623426465,-1.0071546622357657,89.4992101539661,67.1244076154746,0.75,TDP,269.923076923077,1.7363180493747743,0.0214064981584492,4.6917386820233,-1.0,Promo
RSA,PNP,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,ProNutro,ZAR,KG,1 - 1.5kg,71104.5,12.223321945963788,-0.24721687547490076,86.9849096611325,130.477364491699,1.5,TDP,75.1346153846154,1.8355452664258793,0.00200546756489312,9.110715324317821,-1.0,Promo
RSA,PNP,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,WeetBix,ZAR,KG,Total,5600649.031,100.0,-1.913928010378183,47.6844070699277,38.6885852043451,0.811346676652801,TDP,319.261363984527,0.8168572095882054,0.0335846011787305,2.430923481597877,-1.0,Promo
RSA,PNP,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,WeetBix,ZAR,KG,400 - 500gm,1024233.276,18.287760406531355,-2.6730036872021614,52.6072312983512,24.9705730516358,0.474660468444353,TDP,136.403846153846,0.35889717533822957,0.0641678154705781,3.948899962706321,-1.0,Promo
RSA,PNP,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,WeetBix,ZAR,KG,750gm - 1kg,4075061.305,72.7605190477789,-1.4935725587596664,45.8079635388455,42.6313073448751,0.930652752304159,TDP,95.7692307692308,0.05736671301104264,0.014621108347946,1.6125356238901578,-1.0,Promo
RSA,PNP,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,WeetBix,ZAR,KG,1 - 1.5kg,501331.958,8.951318949376958,-4.194906306316601,52.877015572185,72.365718813384,1.36856662635572,TDP,85.5,0.5023724568588542,0.0477351220643272,7.030140578447209,-1.0,Promo
RSA,PNP,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,WhiteStar,ZAR,KG,Total,1840001.0,100.0,-2.750327709515978,19.2635574714362,21.6933399091749,1.12613363037132,TDP,309.730038075882,4.795659777676673,0.0473381453597757,1.557749412342054,-1.0,Promo
RSA,PNP,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,WhiteStar,ZAR,KG,750gm - 1kg,1427819.0,77.59881652238234,-2.8258684207686344,19.2659574266766,19.2659574266766,1.0,TDP,420.711538461538,4.279232762347692,0.0661703789327557,1.113124297806655,-1.0,Promo
RSA,PNP,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,WhiteStar,ZAR,KG,1.5 - 2.5kg,412182.0,22.401183477617675,-2.5410570874293805,19.255243846165,38.5104876923301,2.0,TDP,181.442307692308,6.226318835131849,0.0067071236583841,2.789495483714586,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,BokomoBran,ZAR,KG,Total,289698.75,100.0,-1.9524685738310823,71.5971383100548,45.3467456755575,0.633359750765195,TDP,294.311943546256,3.0743790353177456,0.00990581318955746,2.2788561464593324,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,BokomoBran,ZAR,KG,300 - 400gm,23397.75,8.076579550308725,-1.5673778956345008,97.3935916487696,36.5225968682886,0.375,TDP,37.9615384615385,1.2845435472424755,0.00114605013120477,7.01259570489708,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,BokomoBran,ZAR,KG,400 - 500gm,110239.5,38.05315003948066,-1.7840874645309492,73.572711496333,36.7863557481665,0.5,TDP,77.9807692307692,5.411098371091736,0.0282774304891389,1.702077796854261,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,BokomoBran,ZAR,KG,500 - 750gm,55396.5,19.122105290409433,-2.9687912689692766,68.1771583764317,51.1328687823238,0.75,TDP,39.1153846153846,2.526106343553647,0.00126314750052844,2.6635001319234393,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,BokomoBran,ZAR,KG,750gm - 1kg,100665.0,34.74816511980117,-1.6247648394522012,65.3197796354244,65.3197796354244,1.0,TDP,46.0,1.589847885530333,0.00348914164772683,1.5053255988318066,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,BokomoCooking Oats,ZAR,KG,Total,1273593.5,100.0,-1.9524685738310823,30.5726217352711,29.824922383537,0.975543499075466,TDP,307.061972095364,-1.0,0.0281255954362096,2.2788561464593324,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,BokomoCooking Oats,ZAR,KG,400 - 500gm,31928.5,2.5069616011702323,-4.5801278964178165,40.7046460372395,20.3523230186197,0.5,TDP,18.9230769230769,-1.0,0.000796708932260753,27.95758281079218,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,BokomoCooking Oats,ZAR,KG,750gm - 1kg,1241665.0,97.49303839882977,-1.8009722679362732,30.3120842827977,30.3120842827977,1.0,TDP,146.096153846154,-1.0,0.0275224876222124,0.7983627673178859,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,BokomoCorn,ZAR,KG,Total,3167860.5,100.0,-4.158774887863151,49.7121528078651,45.1058884259055,0.907341281320835,TDP,327.899325998067,4.04004483011007,0.08532995545268,3.201331325147558,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,BokomoCorn,ZAR,KG,400 - 500gm,271085.5,8.557368608876558,-2.637555016696274,64.4329371176253,32.2164685588126,0.5,TDP,81.5384615384615,1.390581075610557,0.0552487646220827,9.511203747694342,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,BokomoCorn,ZAR,KG,500 - 750gm,157260.0,4.964233747035262,-4.272505107226923,62.6119917779473,46.9589938334605,0.75,TDP,56.3461538461538,1.7674128720832762,0.00572962152526349,17.619059792215378,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,BokomoCorn,ZAR,KG,750gm - 1kg,2739515.0,86.47839764408818,-4.2802791736494505,47.5149685254507,47.5149685254507,1.0,TDP,95.4615384615385,4.377048399600988,0.0815891836952672,1.941735979670164,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,NatureSource,ZAR,KG,Total,340826.0,100.0,-1.9524685738310823,76.6363358135823,57.0011910830805,0.743788054034,TDP,276.76050122911,-1.0,0.00225826095978739,2.2788561464593324,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,NatureSource,ZAR,KG,400 - 500gm,25097.0,7.363581416910682,-7.309458627865711,81.8083586882894,40.9041793441447,0.5,TDP,57.6538461538462,-1.0,0.00303305803205549,5.812966262770804,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,NatureSource,ZAR,KG,500 - 750gm,276921.0,81.24996332439427,-1.0301200264782555,78.0128550453017,58.5096412839763,0.75,TDP,283.615384615385,-1.0,0.00377301735263019,1.3006452353225866,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,NatureSource,ZAR,KG,750gm - 1kg,38808.0,11.386455258695053,-5.2450780546070055,63.4692266285302,63.4692266285302,1.0,TDP,22.0192307692308,-1.0,0.000791953569657446,7.153534538742811,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,Otees,ZAR,KG,Total,357008.45,100.0,-1.9524685738310823,102.808413660797,40.1192230592659,0.390232877161533,TDP,163.788585855696,2.5566470880384995,0.0791966214560412,2.1912078331339737,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,Otees,ZAR,KG,300 - 400gm,329333.95,92.24822269612946,-1.7097309979469657,104.70289653405,40.1184144147079,0.383164322504308,TDP,148.528846153846,5.186576852330287,0.0781768626768443,2.884586941920662,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,Otees,ZAR,KG,400 - 500gm,27674.5,7.751777303870538,-4.033031105652068,80.2635574987805,40.1317787493902,0.5,TDP,15.9807692307692,5.3700027347288195,0.0894790570690867,5.761831911282233,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,ProNutro,ZAR,KG,Total,889585.201,100.0,-1.734543420648703,84.5370834535724,46.9983409833894,0.555949401888235,TDP,299.253631251111,4.38189502333448,0.0421541118874431,2.076234677543524,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,ProNutro,ZAR,KG,400 - 500gm,519985.0,58.452523649839804,-1.825545619097988,85.3831943248363,42.6915971624181,0.5,TDP,396.538461538461,5.101170799928751,0.0558903350230818,3.5693770745364417,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,ProNutro,ZAR,KG,500 - 750gm,215011.5,24.169860262772065,-1.7708114470968137,82.6011878806482,61.9508909104862,0.75,TDP,145.0,3.8870763564472566,0.0356852212521869,1.4095195870999437,-1.0,Promo
RSA,Shoprite,2021-04-01,CY 2020,May 2019 to Apr 2021,Cereals,ProNutro,ZAR,KG,1 - 1.5kg,145774.5,16.386794635986757,-1.3474265283818483,82.3761416022693,123.564212403404,1.5,TDP,72.5961538461539,2.4044992392853013,0.0122345602980374,2.7802052133799227,-1.0,Promo
